,m,r,0,10,45,90,135
67,10.0,7.0,0.2235,0.2299999999999999,0.275,0.303,0.3129999999999999
68,10.0,8.0,0.2259999999999999,0.2335,0.2754999999999999,0.2975,0.312
69,10.0,9.0,0.2199999999999999,0.2275,0.2634999999999999,0.2875,0.3075
70,20.0,0.0,0.1939999999999999,0.2019999999999999,0.2475,0.3005,0.3179999999999999
71,20.0,1.0,0.2069999999999999,0.2225,0.257,0.2895,0.3165
72,20.0,2.0,0.2079999999999999,0.2055,0.259,0.3015,0.3249999999999999
73,20.0,3.0,0.2085,0.1975,0.25,0.3015,0.3159999999999999
74,20.0,4.0,0.2039999999999999,0.2129999999999999,0.2554999999999999,0.298,0.3145
75,20.0,5.0,0.2085,0.2129999999999999,0.2624999999999999,0.294,0.311
76,20.0,6.0,0.2159999999999999,0.2105,0.2554999999999999,0.2955,0.3235
77,20.0,7.0,0.2049999999999999,0.2165,0.265,0.2925,0.3259999999999999
78,20.0,8.0,0.1989999999999999,0.2075,0.243,0.302,0.3315
79,20.0,9.0,0.1949999999999999,0.2135,0.2495,0.295,0.3085
80,30.0,0.0,0.1915,0.2009999999999999,0.2684999999999999,0.2885,0.3165
81,30.0,1.0,0.1925,0.1979999999999999,0.246,0.2985,0.3175
82,30.0,2.0,0.1865,0.1965,0.256,0.295,0.312
83,30.0,3.0,0.187,0.185,0.2584999999999999,0.299,0.3275
84,30.0,4.0,0.2035,0.1949999999999999,0.2534999999999999,0.3095,0.306
85,30.0,5.0,0.183,0.1925,0.269,0.2965,0.3229999999999999
86,30.0,6.0,0.1959999999999999,0.1965,0.255,0.301,0.3295
87,30.0,7.0,0.181,0.1949999999999999,0.253,0.3105,0.3135
88,30.0,8.0,0.1895,0.2085,0.257,0.283,0.3269999999999999
89,30.0,9.0,0.1815,0.1875,0.25,0.2975,0.3205
90,40.0,0.0,0.1775,0.1895,0.2644999999999999,0.2875,0.307
91,40.0,1.0,0.177,0.1905,0.2395,0.2995,0.3199999999999999
92,40.0,2.0,0.183,0.1905,0.258,0.297,0.3115
93,40.0,3.0,0.178,0.1885,0.2594999999999999,0.296,0.3255
94,40.0,4.0,0.1735,0.1895,0.254,0.3055,0.3199999999999999
95,40.0,5.0,0.179,0.1885,0.258,0.294,0.309
96,40.0,6.0,0.171,0.1989999999999999,0.257,0.2975,0.3315
97,40.0,7.0,0.1684999999999999,0.1885,0.2544999999999999,0.3005,0.3245
98,40.0,8.0,0.1725,0.1845,0.2524999999999999,0.304,0.3165
99,40.0,9.0,0.1775,0.1845,0.2544999999999999,0.2915,0.31
100,50.0,0.0,0.166,0.1785,0.254,0.295,0.3365
101,50.0,1.0,0.173,0.176,0.2514999999999999,0.2965,0.3259999999999999
102,50.0,2.0,0.164,0.1725,0.255,0.292,0.3295
103,50.0,3.0,0.175,0.171,0.2594999999999999,0.2915,0.3369999999999999
104,50.0,4.0,0.164,0.178,0.25,0.2925,0.3295
105,50.0,5.0,0.1735,0.1875,0.248,0.2925,0.3095
106,50.0,6.0,0.1684999999999999,0.1825,0.2405,0.306,0.3279999999999999
107,50.0,7.0,0.175,0.175,0.2425,0.306,0.3389999999999999
108,50.0,8.0,0.1745,0.1765,0.262,0.309,0.3265
109,50.0,9.0,0.173,0.1909999999999999,0.266,0.2975,0.3205
